Customer ID,Age,Gender,Number of Dependents,Married,Zip Code
2348-KCJLT,60,Female,0,Yes,90720
2351-BKRZW,30,Female,1,Yes,95020
2351-RRBUE,20,Female,0,Yes,96134
2357-COQEK,79,Female,0,No,94027
2359-KLTEK,25,Female,3,Yes,96054
2359-KMGLI,52,Male,0,No,92382
2359-QWQUL,35,Female,0,Yes,90058
2360-RDGRO,48,Male,0,Yes,95982
2361-FJWNO,55,Male,0,No,91737
2361-UPSND,45,Female,0,Yes,96113
2362-IBOOY,22,Male,0,No,92126
2363-BJLSL,49,Male,0,No,91902
2364-UFROM,47,Male,0,No,92123
2368-GAKKQ,28,Female,0,No,91342
2369-FEVNO,36,Male,0,No,90806
2369-UAPKZ,43,Male,0,No,95722
2371-JQHZZ,54,Male,0,Yes,93307
2371-JUNGC,46,Male,0,No,95014
2371-KFUOG,54,Male,0,No,92025
2372-HWUHI,45,Male,0,No,90712
2373-NTKOD,40,Male,0,No,95670
2378-HTWFW,78,Male,0,No,95360
2378-VTKDH,76,Male,0,Yes,95695
2378-YIZKA,61,Female,1,Yes,96094
2379-ENZGV,61,Male,0,No,92126
2379-GYFLQ,31,Male,0,No,92056
2380-DAMQP,63,Female,0,Yes,90623
2382-BCKQJ,41,Female,0,No,92027
2384-OVPSA,65,Female,0,No,93609
2386-LAHRK,22,Male,0,No,95736
2386-OWURY,20,Female,0,No,92399
2387-KDZQY,46,Male,0,No,96093
2388-LAESQ,74,Female,0,Yes,95459
2391-IPLOP,25,Male,0,Yes,93212
2391-SOORI,40,Male,1,No,92314
2393-DIVAI,40,Female,0,No,92821
2397-BRLOM,67,Male,0,Yes,94901
2398-YPMUR,77,Female,0,Yes,93618
2400-FEQME,57,Male,3,Yes,96038
2400-XIWIO,30,Female,0,Yes,95458
2402-TAIRZ,48,Female,0,No,90012
2403-BCASL,66,Male,0,Yes,92705
2404-JIBFC,37,Female,3,Yes,92804
2405-LBMUW,25,Female,1,Yes,92057
2408-PSJVE,41,Male,3,Yes,91709
2408-TZMJL,43,Male,0,Yes,95445
2408-WITXK,67,Female,0,No,95110
2410-CIYFZ,42,Male,2,No,95776
2418-TPEUN,58,Female,1,Yes,90290
2419-FSORS,29,Male,0,Yes,93906
2424-WVHPL,79,Male,0,No,90278
2428-HYUNX,74,Male,0,Yes,94109
2428-ZMCTB,24,Male,0,No,94040
2429-AYKKO,52,Male,0,No,96003
2430-RRYUW,32,Male,0,No,91980
2430-USGXP,44,Male,0,Yes,90670
2432-TFSMK,43,Male,0,No,95472
2433-KMEAS,62,Male,0,No,94568
2434-EEVDB,45,Female,0,Yes,93505
2436-QBZFP,53,Female,1,Yes,96097
2439-LYPMQ,79,Male,0,Yes,96121
2439-QKJUL,31,Male,0,No,95070
2446-BEGGB,79,Female,0,No,90712
2446-PLQVO,32,Male,0,No,91350
2446-ZKVAF,19,Male,0,Yes,95207
2450-ZKEED,33,Female,0,No,93546
2451-YMUXS,79,Male,0,No,92084
2452-KDRRH,76,Male,0,No,95346
2452-MRMZF,70,Female,0,Yes,90303
2452-SNHFZ,19,Female,0,No,95939
2453-SAFNS,68,Female,0,No,96116
2454-RPBRZ,67,Female,0,Yes,95306
2455-USLMV,30,Female,0,No,92373
2458-EOMRE,19,Female,0,No,93250
2460-FPSYH,72,Female,0,No,93221
2460-NGXBJ,65,Male,1,Yes,95206
2462-XIIJB,33,Male,0,No,95553
2465-BLLEU,31,Male,0,No,93906
2466-FCCPT,50,Female,3,Yes,93643
2466-NEJOJ,58,Male,3,Yes,94922
2468-SJFLM,37,Male,0,No,95917
2469-DTSGX,72,Female,0,No,93066
2472-OVKUP,39,Male,2,Yes,91304
2474-BRUCM,76,Male,0,Yes,96002
2474-LCNUE,20,Female,0,Yes,90742
2475-MROZF,36,Male,0,No,92562
2476-YGEFM,24,Female,0,No,93611
2478-EEWWM,21,Male,0,Yes,95943
2479-BRAMR,74,Male,0,Yes,95247
2480-EJWYP,66,Female,0,Yes,95747
2480-JZOSN,64,Female,0,Yes,93287
2480-SQIOB,40,Male,2,Yes,91364
2481-SBOYW,62,Female,1,No,92405
2482-CZGBB,41,Male,0,No,92804
2483-XSSMZ,22,Female,0,No,94563
2484-DGXPZ,45,Female,0,Yes,91773
2485-ITVKB,36,Female,0,Yes,91325
2486-WYVVE,47,Male,0,Yes,95830
2495-INZWQ,44,Male,0,No,95045
2495-KZNFB,26,Female,0,No,91942
2495-TTHBQ,52,Female,1,No,92253
2498-XLDZR,26,Female,1,Yes,92113
2499-AJYUA,69,Female,0,Yes,93512
2501-XWWTZ,51,Male,0,No,92673
2504-DSHIH,66,Male,0,Yes,91360
2506-CLAKW,20,Female,0,No,93003
2506-TNFCO,76,Female,0,Yes,92509
2507-QZPQS,24,Male,0,No,90638
2509-TFPJU,62,Male,0,Yes,90505
2511-ALLCS,38,Female,3,Yes,91780
2511-MORQY,46,Male,0,Yes,90502
2514-GINMM,60,Male,0,No,92629
2516-VQRRV,77,Female,0,No,90230
2516-XSJKX,20,Female,2,Yes,95045
2519-ERQOJ,74,Male,0,No,92241
2519-FAKOD,30,Male,0,No,93561
2519-LBNQL,80,Male,0,Yes,90701
2519-TWKFS,34,Male,1,Yes,95514
2520-SGTTA,23,Female,3,Yes,95005
2521-NPUZR,26,Male,0,Yes,93458
2522-AHJXR,36,Male,0,Yes,92328
2522-WLNSF,74,Female,0,Yes,93441
2523-EWWZL,26,Female,0,Yes,92225
2525-GVKQU,60,Female,0,No,93453
2528-HFYZX,66,Male,0,Yes,92706
2530-ENDWQ,55,Female,0,Yes,95562
2530-FMFXO,38,Male,1,Yes,92602
2533-QVMSK,46,Male,0,Yes,92518
2533-TIBIX,59,Male,2,Yes,96069
2535-PBCGC,21,Female,0,Yes,92108
2538-OIMXF,29,Female,1,No,92234
2541-YGPKE,29,Male,3,Yes,93244
2542-HYGIQ,58,Female,0,No,94303
2545-EBUPK,70,Female,0,No,90045
2545-LXYVJ,19,Male,0,Yes,94585
2546-KZAAT,28,Male,0,Yes,92119
2550-AEVRU,33,Female,2,Yes,91364
2550-QHZGP,48,Male,0,No,92231
2558-BUOZZ,51,Male,0,No,91204
2560-PPCHE,22,Female,0,No,92649
2560-QTSBS,26,Female,2,Yes,91766
2560-WBWXF,45,Male,0,No,92518
2565-JSLRY,21,Male,0,No,93306
2568-BRGYX,43,Male,0,No,95620
2568-OIADY,26,Female,0,Yes,92027
2569-WGERO,30,Female,0,No,92285
2573-GYRUU,65,Male,0,Yes,93451
2575-GFSOE,25,Female,0,Yes,95444
2576-HXMPA,30,Female,0,No,95519
2577-GVSIL,61,Male,0,Yes,93241
2578-JQPHZ,30,Male,0,No,95524
2580-ASVVY,23,Female,0,Yes,92173
2580-ATZSQ,55,Female,2,Yes,95123
2581-VKIRT,57,Female,0,Yes,96143
2582-FFFZR,34,Female,0,No,94592
2585-KTFRE,61,Male,1,No,92027
2586-CWXVV,45,Male,0,Yes,90716
2587-EKXTS,48,Male,0,No,92116
2587-YNLES,52,Female,1,Yes,90240
2589-AYCRP,63,Female,0,No,92321
2592-HODOV,44,Male,0,No,92823
2592-SEIFQ,36,Male,0,No,94960
2592-YKDIF,47,Female,0,No,95660
2595-KIWPV,48,Male,1,No,91980
2599-CIPQE,36,Male,3,Yes,90220
2599-CZABP,57,Male,0,Yes,95957
2603-HVKCG,20,Male,0,No,95957
2604-IJPDU,32,Female,0,Yes,91316
2604-XVDAM,54,Female,0,No,94567
2606-PKWJB,62,Male,3,No,95456
2606-RMDHZ,47,Male,0,No,90713
2607-DHDAK,54,Male,2,Yes,93307
2607-FBDFF,32,Male,0,No,95379
2608-BHKFN,46,Female,0,No,94703
2609-IAICY,32,Female,0,No,93643
2612-PHGOX,47,Male,0,Yes,95444
2612-RANWT,24,Female,0,No,91948
2612-RRIDN,25,Male,0,No,96137
2615-YVMYX,68,Male,0,Yes,91915
2616-FLVQC,42,Male,0,No,95468
2616-UUTFK,54,Male,0,Yes,93313
2619-WFQWU,34,Female,0,No,92692
2621-UDNLU,35,Female,0,Yes,94107
2623-DRYAM,19,Female,0,Yes,91935
2625-TRCZQ,21,Female,0,Yes,95602
2626-URJFX,55,Male,3,Yes,96132
2626-VEEWG,48,Male,2,Yes,92587
2632-IVXVF,40,Female,3,Yes,93238
2632-TACXW,49,Female,0,Yes,94801
2632-UCGVD,71,Male,0,Yes,94533
2634-HCZGT,71,Male,0,Yes,95126
2636-ALXXZ,68,Female,0,No,96148
2636-OHFMN,26,Male,0,Yes,93647
2636-SJDOU,34,Male,0,No,90740
2637-FKFSY,61,Female,0,Yes,93280
2639-UGMAZ,73,Male,0,No,90701
2640-LYMOV,59,Male,0,No,92804
2640-PMGFL,35,Male,0,No,95605
2642-DTVCO,68,Male,0,No,93925
2642-MAWLJ,26,Female,2,Yes,94025
2645-QTLMB,22,Male,0,No,92316
2649-HWLYB,45,Male,0,Yes,93727
2650-GYRYL,25,Male,1,Yes,93630
2651-ZCBXV,49,Male,0,No,91501
2654-VBVPB,22,Female,0,No,92663
2656-FMOKZ,70,Female,2,No,91106
2656-TABEH,57,Male,0,Yes,92591
2657-ALMWY,65,Female,0,Yes,93065
2657-VPXTA,45,Female,3,Yes,92539
2659-VXMWZ,58,Male,0,Yes,92657
2660-EMUBI,71,Male,0,No,92027
2661-GKBTK,39,Male,3,Yes,95503
2662-NNTDK,50,Male,0,No,96107
2664-XJZNO,43,Male,3,Yes,95965
2665-NPTGL,79,Female,0,Yes,95250
2667-WYLWJ,44,Female,0,Yes,95937
2668-TZSPS,32,Male,0,No,95403
2669-OIDSD,58,Female,0,Yes,90810
2669-QVCRG,32,Female,0,No,95942
2672-DZUOY,46,Male,0,No,93206
2672-HUYVI,53,Female,0,No,95360
2672-OJQZP,35,Female,0,No,95203
2672-TGEFF,33,Female,2,Yes,93673
2673-CXQEU,73,Female,0,No,90247
2673-ZALNP,29,Female,0,No,96056
2674-MIAHT,26,Female,0,No,95514
2674-MLXMN,73,Female,0,No,94801
2675-DHUTR,80,Male,0,Yes,93513
2675-IJRGJ,62,Male,0,No,94621
2675-OTVVJ,76,Male,0,Yes,94945
2676-ISHSF,22,Male,0,No,96007
2676-OXPPQ,22,Male,0,No,92612
2676-SSLTO,49,Male,0,No,90716
2680-XKKNJ,60,Female,0,No,95736
2682-KEVRP,65,Female,0,No,93286
2683-BPJSO,37,Male,0,Yes,94514
2683-JXWQQ,24,Male,1,Yes,93291
2684-EIWEO,69,Female,0,No,92129
2685-SREOM,36,Female,0,Yes,91730
2688-BHGOG,73,Male,0,No,93549
2690-DVRVK,27,Male,2,Yes,92120
2691-NZETQ,28,Male,0,No,95130
2692-AQCPF,32,Female,0,Yes,94403
2692-BUCFV,79,Male,0,No,95682
2692-PFYTJ,23,Female,0,No,94547
2694-CIUMO,47,Female,0,No,90033
2696-ECXKC,34,Female,1,Yes,95640
2696-NARTR,40,Male,0,No,92625
2696-RZVZW,19,Male,0,Yes,90242
2697-NQBPF,51,Male,0,No,95439
2700-LUEVA,49,Male,0,No,94618
2703-AMTUL,40,Male,1,Yes,96054
2706-QZIHY,35,Female,0,Yes,90005
2709-UQGNP,38,Male,0,No,94401
2710-WYVXG,36,Female,0,No,91352
2712-SYWAY,30,Female,0,No,93432
2716-GFZOR,48,Male,0,Yes,93653
2717-HVIZY,24,Female,2,No,95556
2718-GAXQD,68,Female,3,Yes,92028
2718-YSKCS,64,Male,3,Yes,94971
2719-BDAQO,36,Male,0,No,94086
2720-FVBQP,28,Female,1,Yes,96057
2720-WGKHP,65,Male,0,No,95683
2722-JMONI,73,Female,0,Yes,92029
2722-VOJQL,30,Male,0,No,92126
2724-FJDYW,31,Male,3,No,94937
2725-IWWBA,52,Male,2,Yes,92020
2725-KXXWT,26,Male,0,Yes,94589
2725-TTRIQ,45,Female,3,Yes,92584
2729-VNVAP,35,Female,1,Yes,94590
2731-GJRDG,55,Female,0,No,92880
2732-ISEZX,44,Female,0,No,93950
2737-WFVYW,28,Female,0,No,90292
2737-YNGYW,29,Female,0,No,92543
2739-CACDQ,79,Female,0,No,92037
2739-CCZMB,39,Male,1,No,95910
2740-JFBOK,35,Male,0,No,90713
2740-TVLFN,42,Male,0,No,95337
2746-DIJLO,40,Female,0,No,90710
2748-MYRVK,22,Female,0,No,93702
2749-CTKAJ,37,Male,0,Yes,90813
2750-BJLSB,32,Female,0,No,92067
2753-JMMCV,41,Male,0,No,93446
2754-SDJRD,74,Female,0,No,93066
2754-VDLTR,54,Male,0,No,96037
2754-XBHTB,40,Female,0,No,95601
2758-RNWXS,60,Male,0,No,92054
2761-OCIAX,74,Male,0,No,96073
2761-XECQW,67,Male,0,Yes,95443
2770-NSVDG,25,Male,0,Yes,95124
2773-MADBQ,46,Female,0,No,90804
2773-OVBPK,60,Male,0,Yes,92865
2774-LVQUS,65,Female,0,Yes,92592
2775-SEFEE,56,Male,1,No,90744
2777-PHDEI,20,Female,0,No,93601
2778-OCLGR,75,Male,0,Yes,95728
2782-JEEBU,39,Male,0,No,96055
2782-LFZVW,52,Female,0,No,92627
2786-GCDPI,75,Female,0,No,92268
2788-CJQAQ,39,Male,0,No,95388
2789-CZANW,49,Female,1,Yes,94568
2789-HQBOU,60,Male,0,No,93306
2790-XUYMV,19,Male,1,No,95140
2791-SFVEW,63,Female,0,No,90013
2792-LSHWX,49,Female,0,No,94555
2792-VPPET,28,Male,0,No,91776
2794-XIMMO,61,Male,0,Yes,91737
2796-NNUFI,56,Female,0,Yes,90274
2796-UUZZO,30,Male,2,Yes,96002
2798-NYLMZ,29,Male,0,Yes,93635
2799-ARNLO,67,Female,0,Yes,92003
2799-TSLAG,25,Female,3,Yes,92618
2800-QQUSO,48,Male,0,No,92505
2800-VEQXM,48,Female,0,No,93243
2801-NISEI,28,Male,0,No,91759
2804-ETQDK,57,Male,2,No,93004
2805-AUFQN,42,Female,0,No,93673
2805-EDJPQ,45,Female,0,Yes,92124
2806-MLNTI,79,Male,0,Yes,92282
2808-CHTDM,47,Female,2,Yes,90024
2809-ILCYT,56,Female,0,Yes,93262
2809-ZMYOQ,33,Female,0,No,95922
2810-FTLEM,21,Female,0,No,90036
2811-POVEX,74,Female,3,Yes,95953
2812-ENYMO,22,Male,0,No,95555
2812-REYAT,56,Female,0,Yes,96105
2812-SFXMJ,46,Male,3,No,96040
2815-CPTUL,68,Male,0,No,95543
2817-LVCPP,36,Female,0,No,95822
2817-NTQDO,52,Male,0,No,92646
2819-GWENI,64,Female,1,Yes,94542
2821-WARNZ,25,Female,1,No,90620
2823-LKABH,51,Female,0,No,92270
2824-DXNKN,26,Female,1,Yes,95065
2824-MYYBN,43,Female,2,Yes,93313
2826-DXLQO,80,Male,0,Yes,94530
2826-UWHIS,64,Male,0,Yes,93262
2828-SLQPF,53,Male,0,No,91108
2829-HYVZP,42,Male,0,No,94930
2830-LEWOA,37,Male,1,Yes,95327
2831-EBWRN,46,Male,0,No,91001
2832-KJCRD,22,Female,0,No,90071
2832-SCUCO,52,Female,0,No,95646
2833-SLKDQ,23,Male,0,No,95420
2834-JKOOW,60,Female,0,No,96035
2834-JRTUA,30,Male,0,No,94553
2834-SPCJV,40,Male,0,Yes,95975
2839-RFSQE,60,Female,0,No,92270
2840-XANRC,77,Male,0,Yes,92122
2842-BCQGE,39,Male,0,No,92139
2842-JTCCU,27,Male,0,No,95449
2843-CQMEG,21,Male,0,No,92120
2845-AFFTX,78,Male,0,Yes,95488
2845-HSJCY,49,Female,0,Yes,92028
2845-KDHVX,57,Female,0,Yes,95681
2848-YXSMW,38,Male,0,Yes,90503
2851-MMUTZ,29,Female,0,No,96148
2851-STERV,79,Male,0,No,91916
2853-CWQFQ,20,Male,1,No,95503
2856-HYAPG,62,Female,0,No,96076
2856-NNASM,74,Male,0,No,95407
2858-EIMXH,69,Female,0,Yes,94592
2858-MOFSQ,50,Female,0,No,95674
2860-RANUS,67,Female,0,No,93251
2862-JVEOY,33,Male,0,No,94021
2862-PFNIK,47,Male,3,No,94578
2863-IMQDR,52,Female,0,No,92130
2865-TCHJW,74,Female,0,No,92807
2866-IKBTM,57,Female,0,No,92629
2867-UIMSS,24,Male,0,No,95385
2868-LLSKM,50,Female,2,Yes,92027
2868-MZAGQ,49,Male,0,No,95354
2868-SNELZ,54,Female,0,No,92122
2869-ADAWR,41,Female,0,No,95685
2873-ZLIWT,64,Female,0,Yes,92592
2874-YXVVA,38,Female,0,No,96113
2876-GZYZC,49,Female,0,No,90703
2876-VBBBL,64,Female,0,No,93664
2877-VDUER,36,Female,1,Yes,93208
2878-DHMIN,63,Male,2,Yes,95833
2878-RMWXY,75,Male,0,Yes,92590
2880-FPNAE,69,Male,0,Yes,91405
2882-DDZPG,27,Female,0,No,94070
2882-WDTBA,64,Male,0,Yes,95988
2883-ILGWO,68,Male,0,No,90222
2884-GBPFB,61,Female,0,Yes,93442
2885-HIJDH,47,Male,3,Yes,91980
2886-KEFUM,50,Female,0,Yes,96011
2887-JPYLU,58,Female,3,No,94970
2888-ADFAO,47,Female,3,Yes,93551
2889-FPWRM,31,Male,0,Yes,95519
2890-WFBHU,26,Female,0,No,95563
2892-GESUL,20,Female,3,Yes,92675
2894-QOJRX,19,Female,0,Yes,92124
2896-TBNBE,46,Male,0,Yes,93434
2897-DOVND,31,Male,0,No,92283
2898-LSJGD,30,Female,0,Yes,92707
2898-MRKPI,36,Male,1,Yes,92066
2900-PHPLN,73,Female,0,Yes,92083
2903-YYTBW,48,Male,2,Yes,92545
2904-GGUAZ,24,Female,0,Yes,91963
2905-KFQUV,61,Female,0,Yes,94038
2907-ILJBN,21,Female,0,Yes,91010
2908-WGAXL,40,Female,2,Yes,92835
2908-ZTPNF,41,Female,0,No,94566
2911-IJORQ,42,Male,0,No,95978
2911-UREFD,50,Female,0,Yes,90405
2911-WDXMV,29,Male,3,No,92335
2916-BQZLN,29,Male,0,No,91335
2919-HBCJO,36,Female,0,No,95936
2920-RNCEZ,46,Male,1,Yes,93243
2921-XWDJH,76,Female,0,Yes,91202
2923-ARZLG,38,Male,2,Yes,91750
2924-KHUVI,28,Male,0,Yes,95963
2925-MXLSX,37,Female,0,No,91911
2925-VDZHY,64,Male,2,Yes,95370
2926-JEJJC,26,Female,0,No,92305
2927-CVULT,64,Female,1,Yes,92065
2927-QRRQV,44,Male,0,Yes,96085
2928-HLDBA,31,Female,0,No,90630
2929-ERCFZ,22,Female,0,Yes,93526
2929-QNSRW,21,Female,0,Yes,92130
2930-UOTMB,29,Female,0,No,92506
2931-FSOHN,76,Male,0,No,94559
2931-SVLTV,59,Male,3,Yes,94589
2931-VUVJN,71,Female,0,Yes,92562
2931-XIQBR,41,Female,3,Yes,95451
2933-FILNV,53,Female,3,Yes,92009
2933-XEUJM,56,Female,0,No,95303
2937-FTHUR,45,Female,3,No,92321
2946-KIQSP,59,Female,0,No,92028
2947-DOMLJ,47,Male,2,No,90621
2951-QOQTK,28,Male,0,No,95815
2952-QAYZF,30,Male,0,No,95828
2954-PIBKO,64,Female,0,Yes,90058
2955-BJZHG,41,Male,0,Yes,92308
2955-PSXOE,48,Female,0,No,90290
2956-GGUCQ,71,Male,0,Yes,95666
2957-JIRMN,69,Female,0,No,94591
2957-LOLHO,49,Male,0,No,92028
2958-NHPPS,45,Male,0,No,95816
2959-EEXWB,54,Female,2,Yes,91105
2959-FENLU,64,Female,0,No,95033
2959-MJHIC,60,Male,0,Yes,92347
2960-NKRSO,60,Male,0,No,95552
2961-VNFKL,42,Female,0,Yes,94041
2962-XPMCQ,56,Male,0,No,95828
2967-MXRAV,29,Male,0,Yes,90003
2968-SSGAA,41,Female,0,No,94117
2969-QWUBZ,53,Female,0,No,94022
2969-VAPYH,28,Female,0,No,93704
2969-WGHQO,39,Female,3,Yes,93426
2971-SGAFL,34,Female,0,No,94030
2972-YDYUW,47,Female,0,No,93260
2974-GGUXS,74,Female,0,Yes,95746
2977-CEBSX,61,Female,0,No,92236
2978-XXSOG,33,Female,0,No,96109
2979-SXESE,57,Female,0,Yes,94703
2982-IHMFT,75,Female,0,No,92126
2982-VPSGI,64,Female,0,Yes,91030
2983-ZANRP,27,Female,0,Yes,91744
2984-AFWNC,52,Female,0,No,95975
2984-MIIZL,51,Male,0,No,93434
2984-RGEYA,38,Female,0,Yes,91306
2984-TBYKU,38,Male,3,Yes,92311
2985-FMWYF,46,Female,0,No,95554
2985-JUUBZ,32,Male,3,Yes,91917
2987-BJXIK,44,Female,0,No,93274
2988-GBIVW,68,Female,0,Yes,95645
2988-PLAHS,58,Female,0,No,96126
2988-QRAJY,27,Male,0,No,95403
2990-HWIML,58,Female,0,No,91764
2990-IAJSV,55,Male,0,No,94110
2990-OGYTD,41,Female,0,Yes,92831
2995-UPRYS,74,Female,0,Yes,90802
2995-YWTCD,20,Female,1,Yes,95918
2996-XAUVF,25,Male,0,No,92363
2999-AANRQ,23,Female,0,No,95833
3001-CBHLQ,76,Male,0,Yes,95222
3001-UNBTL,69,Male,1,Yes,91506
3002-WQZWT,25,Female,0,No,92563
3003-CMDUU,22,Female,0,Yes,93060
3005-NFMTA,73,Male,0,No,91354
3005-TYFRD,54,Female,0,Yes,93667
3006-XIMLN,34,Female,0,No,95633
3007-FDPEA,28,Female,0,No,92028
3009-JWMPU,58,Male,0,No,93624
3011-WQKSZ,41,Male,3,No,95631
3012-VFFMN,61,Female,1,Yes,95974
3014-WJKSM,26,Male,0,Yes,93401
3016-KSVCP,47,Male,0,Yes,90275
3018-TFTSU,44,Male,0,No,95233
3021-VLNRJ,25,Female,2,No,91436
3022-BEXHZ,19,Male,1,Yes,95476
3023-GFLBR,63,Female,0,Yes,92408
3026-ATZYV,32,Female,2,Yes,92507
3027-YNWZU,44,Female,0,Yes,94583
3027-ZTDHO,21,Male,0,No,93721
3030-YDNRM,64,Male,0,No,91107
3030-YZADT,57,Male,0,No,95949
3030-ZKIWL,23,Male,0,No,93240
3034-ZBEQN,31,Female,0,Yes,91746
3038-PQIUY,39,Female,0,No,91917
3039-MJSLN,36,Male,3,No,95312
3043-SUDUA,35,Female,0,No,95605
3043-TYBNO,43,Male,0,No,95549
3045-XETSH,34,Female,0,No,93532
3049-NDXFL,30,Female,0,No,92130
3049-SOLAY,21,Female,0,Yes,92109
3050-GBUSH,25,Female,0,No,94010
3050-RLLXC,51,Female,2,Yes,95720
3055-MJDSB,24,Male,0,No,95365
3055-OYMSE,75,Female,0,No,95070
3055-VTCGS,35,Female,0,No,90605
3057-VJJQE,64,Male,0,No,92886
3058-HJCUY,36,Male,0,Yes,95742
3058-WQDRE,37,Male,0,No,95417
3059-NGMXB,52,Male,3,Yes,95124
3061-BCKYI,27,Male,0,No,92276
3062-ICYZQ,41,Female,3,Yes,91377
3063-QFSZL,37,Female,0,No,95135
3066-RRJIO,29,Female,0,No,94132
3067-SVMTC,49,Female,0,Yes,92251
3068-OMWZA,77,Male,0,No,96084
3069-SSVSN,50,Female,0,No,95324
3070-BDOQC,38,Female,0,No,95827
3070-DVEYC,78,Male,0,No,95987
3070-FNFZQ,48,Female,1,Yes,96039
3071-MVJCD,40,Male,0,Yes,95636
3071-VBYPO,38,Male,2,Yes,90604
3074-GQWYX,30,Male,0,No,92117
3077-RSNTJ,29,Female,3,Yes,90807
3078-ZKNTS,45,Female,1,Yes,92091
3079-BCHLN,26,Male,0,Yes,93669
3082-VQXNH,62,Male,0,Yes,96040
3082-WQRVY,73,Male,0,Yes,95203
3082-YVEKW,62,Female,2,Yes,92284
3084-DOWLE,47,Female,0,Yes,95621
3085-QUOZK,55,Female,0,No,91901
3086-RUCRN,33,Female,0,No,95043
3088-FVYWK,37,Male,3,Yes,93251
3088-LHEFH,28,Female,0,No,95726
3090-HAWSU,44,Male,0,No,91107
3090-LETTY,54,Male,2,No,92130
3090-QFUVD,48,Female,0,No,93654
3091-FYHKI,64,Male,0,No,90710
3092-IGHWF,34,Male,0,Yes,92130
3094-JOJAI,63,Male,0,No,95955
3096-GKWEB,42,Male,0,Yes,93306
3096-IZETN,32,Female,0,No,90717
3096-JRDSO,73,Female,0,Yes,92028
3096-WPXBT,60,Female,1,Yes,90291
3096-YXENJ,25,Female,0,Yes,94506
3097-FQTVJ,23,Female,0,No,95316
3097-IDVPU,51,Male,2,Yes,90012
3097-NNSPB,42,Female,0,No,94972
3097-NQYSN,73,Male,0,Yes,95139
3097-PYWXL,30,Female,2,Yes,93254
3099-OONVS,34,Male,1,Yes,94525
3104-OWCGK,21,Male,0,Yes,93665
3106-ULWFW,32,Female,0,Yes,92337
3108-PCCGG,75,Male,0,Yes,95470
3113-IWHLC,24,Male,0,No,93267
3115-CZMZD,24,Male,0,No,93526
3115-JPJDD,43,Female,0,Yes,93003
3118-UHVVQ,41,Female,0,Yes,96124
3120-FAZKD,19,Male,2,Yes,95318
3125-RAHBV,24,Male,0,No,95765
3126-WQMGH,19,Female,0,Yes,92887
3128-YOVTD,29,Female,2,Yes,95941
3129-AAQOU,50,Female,2,Yes,92679
3130-ICDUP,56,Female,1,No,94547
3131-NWVFJ,56,Female,0,Yes,95666
3132-TVFDZ,70,Male,0,Yes,91202
3133-PZNSR,25,Male,3,Yes,94002
3134-DSHVC,49,Female,0,No,95205
3137-LUPIX,58,Female,0,No,92284
3137-NYQQI,32,Male,0,Yes,93550
3138-BKYAV,61,Male,0,No,93630
3143-ILDAL,21,Male,0,No,91732
3143-JQEGI,52,Female,0,Yes,92126
3144-AUDBS,59,Female,0,Yes,92231
3144-KMTWZ,40,Male,0,Yes,90606
3146-JTQHR,23,Male,0,Yes,94066
3146-MSEGF,71,Female,0,Yes,90723
3148-AOIQT,23,Female,0,Yes,95837
3148-BLQJT,33,Male,0,No,92028
3154-CFSZG,57,Male,1,Yes,95351
3154-HMWUU,28,Male,0,Yes,95694
3156-QLHBO,58,Male,1,No,95136
3158-MOERK,57,Female,0,No,94545
3160-TYXLT,37,Male,0,No,93552
3161-GETRM,61,Male,3,Yes,93960
3161-ONRWK,35,Male,0,Yes,95547
3162-KKZXO,75,Female,0,No,95610
3162-ZJZFU,25,Male,2,Yes,96061
3164-AALRN,39,Male,0,No,95635
3164-YAXFY,56,Male,0,No,95311
3165-HDOEW,47,Male,0,Yes,95368
3166-PNEOF,57,Female,0,No,94596
3167-SNQPL,71,Male,1,Yes,91962
3170-GWYKC,30,Female,0,No,95385
3170-NMYVV,37,Female,0,Yes,90222
3173-NVMPX,51,Female,3,Yes,92663
3173-WSSUE,22,Female,2,Yes,91304
3174-AKMAS,61,Female,0,Yes,93628
3174-RKMOW,24,Male,3,Yes,91201
3177-LASXD,43,Female,0,No,92281
3178-CIFOT,34,Female,0,No,95601
3178-FESZO,45,Female,0,No,95227
3179-GBRWV,79,Male,0,Yes,91775
3181-MIZBN,40,Male,1,Yes,95450
3181-VTHOE,19,Male,0,Yes,95918
3186-AJIEK,44,Male,0,No,92308
3186-BAXNB,20,Female,0,No,96022
3190-FZATL,49,Male,5,No,92040
3190-ITQXP,42,Female,1,Yes,95307
3190-XFANI,42,Male,0,No,96039
3191-CSNMG,57,Female,1,Yes,91784
3192-LNKRK,63,Male,1,Yes,93660
3192-NQECA,26,Male,0,Yes,90403
3194-ORPIK,59,Female,0,Yes,92113
3195-TQDZX,19,Male,0,No,95939
3196-NVXLZ,23,Female,0,No,93646
3197-ARFOY,67,Female,0,No,91761
3197-NNYNB,47,Male,0,No,93928
3198-VELRD,47,Female,0,Yes,90292
3199-NPKCN,39,Female,0,Yes,94025
3199-XGZCY,51,Female,0,No,91344
3200-MNQTF,38,Male,0,Yes,93652
3205-MXZRA,47,Male,0,No,96128
3207-OYBWH,74,Male,0,Yes,92661
3208-YPIOE,64,Male,0,No,91942
3209-ZPKFI,28,Male,1,Yes,92004
3211-AAPKX,26,Male,0,No,95776
